NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,county,State,Year
"Lafayette Parish, Louisiana",238230,34.5,2.60,38932,34741,166189,61476,10872,116361,121869,8448,3089,9420,2247,99562,89677,9885,58780,30897,172500,834,64693,2679,1947,99562,34973,3045,9885,89677,53950,30656,6432,125891,38761,232975,119324,766,113870,117426,22,055,Louisiana,2017
"Evangeline Parish, Louisiana",33750,35.4,2.70,7083,2082,22942,9302,1162,17232,16518,1178,809,1258,311,14918,11928,2990,7929,3999,90000,533,11437,48,349,14918,3342,94,2990,11928,31745,18655,1571,13159,8454,32003,11578,472,11075,11230,22,039,Louisiana,2017
"Iberia Parish, Louisiana",73346,36.0,2.74,17000,4234,45077,23101,2961,35791,37555,2576,878,2320,821,30392,26420,3972,17736,8684,106700,723,20274,238,561,30392,8284,654,3972,26420,44504,23410,3808,34131,14695,72158,30316,274,29441,29927,22,045,Louisiana,2017
"Lincoln Parish, Louisiana",47536,27.6,2.54,5508,5403,25588,19322,1386,23206,24330,1420,1734,1447,432,19931,17370,2561,9465,7905,145900,679,11359,177,1921,19931,4383,333,2561,17370,34424,21934,2055,23293,13771,44179,21219,175,20260,20941,22,061,Louisiana,2017
"St. Bernard Parish, Louisiana",45067,33.6,3.02,9755,2776,31488,10176,4459,22256,22811,1722,471,1814,447,16925,14791,2134,10006,4785,139200,875,12309,854,1593,16925,5487,408,2134,14791,45265,20431,2214,20606,8801,44672,18382,263,17843,18102,22,087,Louisiana,2017
"St. Helena Parish, Louisiana",10509,38.3,2.60,2725,410,4632,5671,24,5093,5416,266,90,206,163,5244,3990,1254,3303,687,77400,608,2894,11,15,5244,1080,11,1254,3990,35254,21148,678,4330,2719,10280,3652,68,3337,3558,22,091,Louisiana,2017
"Webster Parish, Louisiana",40043,40.6,2.46,9258,3068,25448,13775,733,19435,20608,1286,475,1178,500,19584,15854,3730,11102,4752,81600,633,13733,355,199,19584,4594,280,3730,15854,30891,19256,1076,16568,9697,39016,15407,967,14944,15275,22,119,Louisiana,2017
"West Baton Rouge Parish, Louisiana",25518,35.6,2.62,5241,2304,14975,9906,768,12631,12887,905,408,1046,214,10398,9436,962,6928,2508,177000,815,7425,94,121,10398,3544,353,962,9436,60902,28140,743,12979,4417,24703,12225,71,11736,11833,22,121,Louisiana,2017
"De Soto Parish, Louisiana",27164,39.4,2.61,6576,1655,16252,10017,756,13154,14010,880,303,791,323,12671,10331,2340,7531,2800,110000,608,7330,115,307,12671,3788,324,2340,10331,41443,23471,1218,11522,7092,26952,10301,183,9996,10206,22,031,Louisiana,2017
"Iberville Parish, Louisiana",33122,38.4,2.65,7299,2470,16392,16195,837,16772,16350,987,414,1299,299,13205,11142,2063,8445,2697,127500,712,9508,247,173,13205,3681,311,2063,11142,47128,22252,1038,13939,5708,29598,12825,229,12412,12637,22,047,Louisiana,2017
"Red River Parish, Louisiana",8723,39.9,2.55,2176,542,5025,3269,170,4192,4531,306,149,245,77,4170,3374,796,2516,858,85900,532,2647,18,171,4170,1061,38,796,3374,41510,25154,165,3540,1737,8506,3366,54,3124,3296,22,081,Louisiana,2017
"Livingston Parish, Louisiana",137096,35.9,2.80,29499,11035,124798,8191,4741,67159,69937,4764,1865,5001,1016,55305,48675,6630,39087,9588,155800,847,36966,277,487,55305,23440,1534,6630,48675,60456,27280,3847,65946,17959,135933,61986,433,59294,60962,22,063,Louisiana,2017
"Morehouse Parish, Louisiana",26290,39.6,2.52,6530,1896,13094,12606,330,12505,13785,947,381,720,320,12563,10077,2486,6654,3423,84900,574,9094,125,231,12563,2446,269,2486,10077,31672,18776,607,10041,7022,25429,9422,167,9200,9271,22,067,Louisiana,2017
"Natchitoches Parish, Louisiana",39051,33.6,2.63,6383,2867,21094,15975,844,18610,20441,1264,816,1015,404,18944,14549,4395,7275,7274,114100,681,11008,907,325,18944,2939,361,4395,14549,29001,18219,2041,14998,12179,38144,12941,1361,12544,12766,22,069,Louisiana,2017
"Orleans Parish, Louisiana",388182,35.9,2.42,54686,56258,132202,232127,21448,185063,203119,11896,4557,16584,3541,191633,154895,36738,72892,82003,205000,954,85378,18969,33073,191633,40299,5018,36738,154895,38721,29275,16953,195759,95346,375961,178016,2883,166618,175114,22,071,Louisiana,2017
"Terrebonne Parish, Louisiana",113067,35.5,2.78,24104,7936,80237,21799,5698,55794,57273,4215,1284,4043,1018,45008,40177,4831,28575,11602,143700,876,30455,574,1293,45008,13933,962,4831,40177,47650,24017,3072,50436,22272,111068,47254,636,44985,46549,22,109,Louisiana,2017
"Catahoula Parish, Louisiana",10044,38.0,2.41,2463,733,6672,3293,153,5359,4685,263,97,524,110,4968,3747,1221,2823,924,78700,486,3295,39,89,4968,1003,16,1221,3747,34470,20717,218,3889,1964,9004,3671,113,3480,3500,22,025,Louisiana,2017
"Calcasieu Parish, Louisiana",198753,36.1,2.53,37384,19062,139831,49119,6395,96906,101847,7040,2382,6710,2146,87407,77130,10277,52140,24990,138100,792,59539,1003,3271,87407,26472,2194,10277,77130,48219,26569,6426,96856,32789,195142,90318,1055,86964,88795,22,019,Louisiana,2017
"Claiborne Parish, Louisiana",16296,42.2,2.39,4019,1102,7504,8360,234,9360,6936,385,338,667,254,7834,5980,1854,3974,2006,74100,617,5414,64,97,7834,1210,44,1854,5980,26877,16384,551,5862,4263,14247,5311,516,5082,5188,22,027,Louisiana,2017
"Franklin Parish, Louisiana",20388,38.0,2.48,4570,1037,13344,6810,41,9991,10397,711,131,608,384,9185,7622,1563,5184,2438,83200,538,6254,17,193,9185,1971,24,1563,7622,34722,18786,700,7985,5481,19031,7285,94,6816,7026,22,041,Louisiana,2017
"Avoyelles Parish, Louisiana",41095,38.1,2.50,9068,2219,27382,12382,754,20693,20402,1439,452,1437,518,18265,14961,3304,10431,4530,90600,638,13238,104,533,18265,4472,200,3304,14961,36763,20199,1238,15999,8863,37382,14753,179,14163,14388,22,009,Louisiana,2017
"Assumption Parish, Louisiana",22881,39.5,2.60,5512,1070,15487,6810,634,11085,11796,510,318,673,279,10647,8710,1937,6895,1815,114600,698,7097,51,175,10647,2686,221,1937,8710,48656,25765,692,10074,3547,22583,9375,50,9023,9164,22,007,Louisiana,2017
"Jackson Parish, Louisiana",15952,40.5,2.44,3940,1030,10862,4796,251,8086,7866,484,148,492,195,7807,6032,1775,4259,1773,84400,520,5789,85,190,7807,1801,60,1775,6032,36394,20109,372,6036,3726,14678,5664,69,5169,5383,22,049,Louisiana,2017
"Pointe Coupee Parish, Louisiana",22271,42.7,2.51,5078,1728,13677,7885,550,10692,11579,686,152,626,202,11413,8815,2598,6715,2100,124500,730,8208,142,165,11413,3067,219,2598,8815,43964,27160,851,10273,3843,21965,9422,103,8982,9228,22,077,Louisiana,2017
"Vermilion Parish, Louisiana",59841,36.9,2.73,13613,3570,48554,8549,1963,29021,30820,2184,636,1836,554,26208,21721,4487,16623,5098,105700,669,18273,150,523,26208,7400,449,4487,21721,49266,23608,1964,26835,10517,58896,24871,246,23715,24396,22,113,Louisiana,2017
"St. Charles Parish, Louisiana",52728,37.2,2.75,10666,5842,36851,14008,3062,25901,26827,1672,649,1739,503,20456,18925,1531,15206,3719,185800,893,15559,290,496,20456,9051,1006,1531,18925,64707,30378,1932,26460,6337,51926,24457,267,23565,24229,22,089,Louisiana,2017
"Lafourche Parish, Louisiana",98112,37.1,2.66,22173,7468,77388,12819,4281,48235,49877,3286,1524,3362,992,40297,36153,4144,27163,8990,144300,764,28874,514,839,40297,12854,1294,4144,36153,52705,26331,3249,46297,15299,95542,42975,374,41035,42029,22,057,Louisiana,2017
"Concordia Parish, Louisiana",20211,37.7,2.44,4468,1106,11654,8310,266,10319,9892,639,181,696,273,9525,7440,2085,4722,2718,78500,528,6512,10,147,9525,1751,48,2085,7440,30028,17551,689,7457,5659,18118,6768,313,6639,6690,22,029,Louisiana,2017
"Tensas Parish, Louisiana",4771,44.0,2.46,1383,218,2096,2645,87,2322,2449,156,37,114,80,3396,1930,1466,1197,733,62200,441,2741,43,24,3396,312,19,1466,1930,21906,16194,273,1779,1808,4753,1506,102,1444,1467,22,107,Louisiana,2017
"LaSalle Parish, Louisiana",14930,38.2,2.68,3210,939,12672,1805,417,7691,7239,409,284,630,131,6672,5044,1628,3730,1314,76700,544,4564,3,250,6672,1362,67,1628,5044,34712,18836,311,5144,3351,13492,4829,59,4607,4727,22,059,Louisiana,2017
"Litchfield County, Connecticut",183031,47.2,2.43,35064,27363,170083,3528,10941,90447,92584,3854,2105,4573,2348,88153,73987,14166,57079,16908,251500,1036,64746,3212,6683,88153,38028,7952,14166,73987,78314,42443,5379,102813,12650,180907,97390,1645,90142,95382,09,005,Connecticut,2018
"Windham County, Connecticut",116538,41.3,2.50,22364,12062,103567,2644,13368,57560,58978,2988,1912,3574,1362,49644,44449,5195,30960,13489,198000,895,32752,1835,4275,49644,21271,3796,5195,44449,64774,31106,3983,63545,11691,111235,59404,3786,54534,56940,09,015,Connecticut,2018
"New London County, Connecticut",268881,41.4,2.39,48430,34426,216974,15760,27762,134703,134178,6944,3895,8474,3102,123001,107402,15599,71459,35943,239000,1099,79656,5034,9989,123001,47405,8190,15599,107402,71368,38109,8740,148769,26140,256892,133036,4318,130537,137429,09,011,Connecticut,2018
"Middlesex County, Connecticut",163368,45.4,2.35,28010,27004,144844,8654,9835,79676,83692,3477,2187,4469,1931,76124,66892,9232,49262,17630,284900,1162,53639,3003,4753,76124,34585,6409,9232,66892,84761,45293,4384,93564,10909,157983,89022,1461,82000,87502,09,007,Connecticut,2018
"Tolland County, Connecticut",151269,37.5,2.46,22660,22565,133656,4621,8086,75821,75448,3215,4703,4209,1707,59418,55232,4186,39798,15434,251300,1119,41234,2243,2224,59418,26931,5127,4186,55232,84916,39668,4453,85017,9390,135909,80396,1237,72983,77508,09,013,Connecticut,2018
"Fairfield County, Connecticut",944348,40.3,2.72,125015,169677,691642,107215,182653,459963,484385,26813,13341,27523,9039,370999,340491,30508,229169,111322,422300,1470,213269,24533,31916,370999,161030,33919,30508,340491,92969,55613,35545,511280,81751,926505,475513,5921,438273,466283,09,001,Connecticut,2018
"New Haven County, Connecticut",859339,40.1,2.52,163913,111839,634586,113737,151361,414311,445028,23018,13040,27368,8818,366266,329857,36409,204295,125562,246700,1133,196323,18258,35062,366266,137643,24428,36409,329857,67128,36678,32064,460161,98855,832858,427791,14278,401396,420437,09,009,Connecticut,2018
"Hartford County, Connecticut",894730,40.4,2.49,145702,133988,639528,122103,157785,434650,460080,24459,12050,29355,9090,378700,349064,29636,225112,123952,237700,1076,210989,22566,29006,378700,154227,28004,29636,349064,72321,39260,31361,479694,97063,872612,447893,17194,420222,439172,09,003,Connecticut,2018
"Richland Parish, Louisiana",20474,38.5,2.64,4390,1109,12652,7286,439,9952,10522,689,397,588,296,8950,7391,1559,4772,2619,87200,637,6341,12,401,8950,1979,65,1559,7391,34422,20128,389,8198,5658,19547,7803,291,7629,7699,22,083,Louisiana,2018
"Rapides Parish, Louisiana",131546,37.3,2.65,27034,11037,83774,41846,4063,63681,67865,4573,1719,4149,1426,57823,48000,9823,29270,18730,138600,807,39010,979,2724,57823,15182,1139,9823,48000,44852,24478,4164,58256,24788,127632,53433,812,51719,52899,22,079,Louisiana,2018
"Tangipahoa Parish, Louisiana",130504,35.1,2.67,27443,11642,87582,38593,5483,63237,67267,4668,2102,4402,1604,54515,47527,6988,32447,15080,154000,808,34753,598,3424,54515,17732,1309,6988,47527,46297,24004,5228,60974,27849,126621,55675,427,53266,54849,22,105,Louisiana,2018
"West Carroll Parish, Louisiana",11180,39.8,2.63,2708,585,8992,1800,394,5704,5476,294,144,408,157,5141,4041,1100,3024,1017,87100,524,3751,37,17,5141,1003,22,1100,4041,36528,22922,451,4141,2408,10615,3690,48,3564,3632,22,123,Louisiana,2018
"Caldwell Parish, Louisiana",9996,40.1,2.59,2332,667,8211,1671,317,5277,4719,360,78,268,57,5122,3667,1455,2724,943,74100,590,3095,13,100,5122,1249,33,1455,3667,32174,20574,301,3686,2569,9466,3385,61,3260,3319,22,021,Louisiana,2018
"East Carroll Parish, Louisiana",7225,33.0,2.15,1476,319,2105,5051,27,4373,2852,116,162,361,82,2903,2153,750,1050,1103,75600,467,1999,23,315,2903,283,20,750,2153,21161,17698,118,1507,2238,4602,1389,155,1361,1373,22,035,Louisiana,2018
"Evangeline Parish, Louisiana",33636,35.4,2.67,6984,2027,22791,9253,1183,17142,16494,1155,704,1240,288,14988,12051,2937,7925,4126,92200,584,11474,27,409,14988,3244,107,2937,12051,32180,18344,1818,13444,8807,31993,11610,380,11122,11275,22,039,Louisiana,2018
"St. Bernard Parish, Louisiana",45694,33.7,3.02,9224,2789,31838,10445,4575,22402,23292,1711,541,1834,435,16989,15029,1960,10198,4831,142400,917,12317,1001,1497,16989,5432,402,1960,15029,46011,21217,2156,21002,8912,45270,18846,247,18255,18501,22,087,Louisiana,2018
"West Baton Rouge Parish, Louisiana",25860,36.2,2.60,5669,2382,15008,10320,786,12863,12997,914,273,901,180,10669,9599,1070,6908,2691,191400,844,7391,99,122,10669,3488,420,1070,9599,60908,28482,790,13156,3929,25026,12329,85,11937,12053,22,121,Louisiana,2018
"Red River Parish, Louisiana",8618,38.7,2.54,2037,476,4938,3364,186,4067,4551,209,124,293,71,4190,3334,856,2491,843,80800,509,2531,58,176,4190,1100,46,856,3334,33446,22626,157,3310,1977,8379,3153,40,2953,3078,22,081,Louisiana,2018
"Natchitoches Parish, Louisiana",38963,33.7,2.61,6918,2550,20896,15775,876,18622,20341,1271,819,998,429,19047,14630,4417,6584,8046,122600,696,10943,1063,260,19047,2611,334,4417,14630,27795,18570,1978,14228,12830,38252,12249,1865,11846,12043,22,069,Louisiana,2018
"Catahoula Parish, Louisiana",9893,38.1,2.43,2409,560,6564,3210,163,5214,4679,269,131,509,136,4990,3595,1395,2798,797,82100,518,3333,43,107,4990,947,24,1395,3595,38854,21962,213,3735,1926,8724,3522,93,3326,3354,22,025,Louisiana,2018
"Franklin Parish, Louisiana",20322,38.5,2.49,4681,995,13322,6713,106,9981,10341,717,284,547,368,9191,7629,1562,5387,2242,86000,566,6195,36,163,9191,2008,15,1562,7629,35466,19785,767,7854,5413,19143,7087,83,6723,6913,22,041,Louisiana,2018
"Assumption Parish, Louisiana",22714,40.5,2.56,5647,919,15439,6807,659,11005,11709,497,315,672,350,10727,8802,1925,6811,1991,113100,759,6964,14,213,10727,2433,208,1925,8802,44744,26238,732,10050,3900,22414,9306,65,8969,9225,22,007,Louisiana,2018
"Vermilion Parish, Louisiana",59867,37.4,2.74,13577,4195,48733,8841,2060,29121,30746,2177,650,1803,533,26361,21632,4729,16766,4866,114300,693,18929,193,511,26361,7441,545,4729,21632,50690,24546,2128,26625,10361,58980,24497,203,23244,23937,22,113,Louisiana,2018
"Concordia Parish, Louisiana",20021,37.8,2.45,4508,1168,11579,8230,280,10210,9811,637,268,677,215,9558,7371,2187,4838,2533,84000,573,6425,29,117,9558,1941,87,2187,7371,31813,19172,470,7409,4944,18002,6939,287,6788,6862,22,029,Louisiana,2018
"St. Martin Parish, Louisiana",53752,37.1,2.74,12856,3918,35555,15737,1579,26452,27300,1802,692,1749,433,23161,19556,3605,15249,4307,121500,668,15875,128,321,23161,7116,361,3605,19556,47974,24732,1712,25099,9381,53273,23380,239,22190,22716,22,099,Louisiana,2018
"Vernon Parish, Louisiana",51007,30.1,2.74,9505,3571,38648,7437,4790,27126,23881,2157,1106,2185,412,22123,17801,4322,9381,8420,118900,961,11088,1460,1530,22123,4210,185,4322,17801,47772,23763,1698,24313,8344,48645,17127,285,21783,22178,22,115,Louisiana,2018
"East Baton Rouge Parish, Louisiana",444094,33.7,2.62,67747,60661,210236,204036,17912,212778,231316,14865,7139,15537,4700,193211,165939,27272,97722,68217,186100,912,122643,5508,4659,193211,59657,6236,27272,165939,52719,31073,14986,232263,79462,434827,216944,1529,207224,212900,22,033,Louisiana,2018
"Sabine Parish, Louisiana",24088,40.9,2.58,6402,1425,16735,3931,933,11929,12159,785,317,707,377,14898,9185,5713,6282,2903,92300,572,7779,144,301,14898,2161,64,5713,9185,39465,22637,928,9039,4610,23667,8103,530,7608,7791,22,085,Louisiana,2018
"Allen Parish, Louisiana",25661,38.3,2.69,6147,1538,18903,4878,1503,14638,11023,833,314,1320,184,9881,7920,1961,5868,2052,93000,606,7063,83,375,9881,2568,149,1961,7920,41009,20203,911,9531,3924,21025,8618,272,8304,8488,22,003,Louisiana,2018
"Madison Parish, Louisiana",11472,35.1,2.45,2520,604,4074,7301,237,5708,5764,422,181,480,117,5040,3943,1097,2227,1716,65500,608,3787,0,179,5040,732,13,1097,3943,27810,15795,399,4069,3632,9611,3670,200,3571,3589,22,065,Louisiana,2018
"Jefferson Davis Parish, Louisiana",31467,37.7,2.69,7548,2240,25140,5215,741,15590,15877,1130,488,942,364,13809,11501,2308,8233,3268,111600,614,10403,83,366,13809,3238,143,2308,11501,39653,24582,1204,13433,6002,30929,12222,161,11746,11919,22,053,Louisiana,2018
"St. James Parish, Louisiana",21357,39.9,2.67,5735,1479,10345,10622,343,10266,11091,626,247,623,156,8872,7906,966,6114,1792,152500,699,6331,42,420,8872,2744,219,966,7906,50661,25830,622,9634,3531,21149,9012,374,8709,8896,22,093,Louisiana,2018
"Grant Parish, Louisiana",22348,38.3,2.73,4901,977,17551,3733,1116,12658,9690,641,260,1242,277,9261,6989,2272,4656,2333,105700,729,6431,52,77,9261,1859,77,2272,6989,40792,18082,436,7758,3765,19096,7320,307,6928,7086,22,043,Louisiana,2018
"West Feliciana Parish, Louisiana",15377,40.6,3.06,2784,1746,8243,6807,238,9802,5575,194,656,984,193,5412,3908,1504,2794,1114,204500,816,3681,25,130,5412,1310,141,1504,3908,55510,23565,480,6211,1776,12078,5731,0,5538,5578,22,125,Louisiana,2018
"Jefferson Parish, Louisiana",435300,39.2,2.56,80577,53402,273395,116621,62522,211175,224125,14482,4342,15625,4785,188539,168895,19644,103853,65042,180500,961,124137,7319,7145,188539,58689,6264,19644,168895,52558,29776,12731,223303,66696,431372,209898,1666,200371,206813,22,051,Louisiana,2018
"Beauregard Parish, Louisiana",36769,37.6,2.75,7748,2995,30483,4580,1363,18712,18057,1230,548,1365,388,15560,13219,2341,10277,2942,116600,724,9560,55,346,15560,4113,155,2341,13219,50738,26075,1227,15803,6244,36363,14252,229,14095,14287,22,011,Louisiana,2018
"Bienville Parish, Louisiana",13668,41.6,2.26,3481,762,7449,5884,26,6523,7145,413,110,379,162,7814,5892,1922,4308,1584,72300,469,4657,23,191,7814,1543,104,1922,5892,30300,20866,269,4987,3889,13328,4710,137,4458,4593,22,013,Louisiana,2018
"Bossier Parish, Louisiana",126131,35.1,2.51,20703,13908,90948,28131,8262,62349,63782,4511,1579,4970,1090,56266,48947,7319,30551,18396,168300,957,37124,1536,936,56266,19195,1305,7319,48947,53806,27924,3329,62492,20123,122832,54532,955,56627,58410,22,015,Louisiana,2018
"Cameron Parish, Louisiana",6868,44.5,2.52,1601,425,6408,290,403,3357,3511,155,157,157,100,3997,2718,1279,2364,354,113900,823,2414,8,0,3997,956,58,1279,2718,55000,29000,143,3390,703,6855,3228,36,3152,3202,22,023,Louisiana,2018
"East Feliciana Parish, Louisiana",19499,43.0,2.33,5010,1269,10562,8588,313,10715,8784,534,281,774,257,8386,6759,1627,5521,1238,120200,748,5303,55,70,8386,2453,143,1627,6759,48129,20927,408,6997,3122,16072,6589,33,6346,6480,22,037,Louisiana,2018
"St. John the Baptist Parish, Louisiana",43446,36.6,2.77,9487,3093,17206,24192,2554,21308,22138,1485,533,1425,463,17758,15418,2340,11750,3668,152600,909,13661,146,416,17758,7177,558,2340,15418,54821,25942,1496,20964,8122,42743,19419,592,18703,19008,22,095,Louisiana,2018
"Plaquemines Parish, Louisiana",23373,36.2,2.61,4471,2055,15871,4786,1652,11617,11756,801,262,845,307,10202,8817,1385,5940,2877,173200,1151,5345,788,562,10202,2639,335,1385,8817,52386,26818,379,11266,4507,23055,10036,138,10510,10678,22,075,Louisiana,2018
"Ouachita Parish, Louisiana",156075,35.4,2.62,27758,16301,93224,58507,3429,74853,81222,5614,2166,5076,1211,67732,56686,11046,33422,23264,140900,755,44684,1230,2439,67732,17416,1446,11046,56686,41314,23663,4642,68924,35477,148657,64233,880,61699,63240,22,073,Louisiana,2018
"Washington Parish, Louisiana",46457,39.5,2.57,10252,2525,31134,13987,1022,22963,23494,1472,534,1353,633,21548,17337,4211,11991,5346,88500,621,15015,146,327,21548,4842,166,4211,17337,34985,18971,2052,18752,11893,44453,16678,337,16093,16465,22,117,Louisiana,2018
"St. Landry Parish, Louisiana",83449,36.3,2.73,19424,5158,46910,34320,1762,40151,43298,3260,1039,2394,756,36578,30094,6484,20974,9120,104200,620,25735,160,1274,36578,8707,438,6484,30094,33288,19647,1996,32377,23530,81932,30347,171,28608,29621,22,097,Louisiana,2018
"Acadia Parish, Louisiana",62568,36.2,2.73,14108,3880,49471,11139,1560,30491,32077,2258,706,1890,678,26232,22564,3668,15966,6598,107700,624,19107,203,746,26232,6433,457,3668,22564,41177,22784,2549,27905,14681,61371,25356,280,24247,24690,22,001,Louisiana,2018
"St. Mary Parish, Louisiana",51734,39.1,2.58,15057,2574,31169,16158,3583,25607,26127,1776,501,1349,574,23489,19740,3749,12034,7706,106200,775,15898,215,755,23489,4674,308,3749,19740,40485,22364,1981,22202,9647,50833,20144,146,19488,19802,22,101,Louisiana,2018
"St. Tammany Parish, Louisiana",252093,40.1,2.72,36197,37721,209123,29803,13857,122347,129746,7588,3006,7372,2871,101887,91975,9912,72223,19752,212700,1040,79484,2147,1981,101887,46014,5835,9912,91975,67706,34201,7294,125359,27338,249413,117537,896,109168,115022,22,103,Louisiana,2018
"Union Parish, Louisiana",22475,41.7,2.84,6276,1678,16026,5594,1047,11132,11343,680,380,585,340,11677,7724,3953,6366,1358,99000,512,7140,25,97,11677,2305,125,3953,7724,43083,22979,546,8648,4010,21690,8090,122,7853,8000,22,111,Louisiana,2018
"Caddo Parish, Louisiana",248361,37.4,2.53,47345,24408,115209,121444,6956,117828,130533,8702,2924,8079,2266,112999,96360,16639,57166,39194,144400,795,77017,3262,1964,112999,31262,2860,16639,96360,40866,25902,8026,113711,56774,243384,105145,2853,101387,104060,22,017,Louisiana,2018
"Ascension Parish, Louisiana",121176,35.4,2.82,21785,14368,88396,26398,6603,59998,61178,4594,1639,4246,1152,46536,42649,3887,34160,8489,191300,979,33659,581,605,46536,22495,1990,3887,42649,76589,32961,3760,62598,13969,120186,58813,471,55624,57643,22,005,Louisiana,2018
"Lafayette Parish, Louisiana",240091,34.9,2.60,40986,35734,167347,62139,11038,117169,122922,8481,3106,9613,2335,101144,90606,10538,59041,31565,177500,855,66005,2738,1879,101144,35352,3160,10538,90606,54726,30988,6082,125626,38811,234803,119459,1037,113913,117806,22,055,Louisiana,2018
"Iberia Parish, Louisiana",72691,36.5,2.76,16962,4265,44409,23053,3051,35508,37183,2543,916,2307,800,30453,26063,4390,17336,8727,112000,747,20270,198,444,30453,7633,467,4390,26063,45274,23156,3486,34028,15470,71587,30536,292,29407,29959,22,045,Louisiana,2018
"Lincoln Parish, Louisiana",47356,27.8,2.51,5683,5533,25524,19343,1437,23041,24315,1474,1725,1410,316,20075,17551,2524,9055,8496,150600,692,11120,234,1994,20075,4345,278,2524,17551,34154,22498,1590,22517,13118,44169,20890,209,19866,20662,22,061,Louisiana,2018
"St. Helena Parish, Louisiana",10411,38.9,2.65,2539,541,4583,5626,36,5039,5372,275,75,203,140,5273,3871,1402,3210,661,86900,673,3180,16,17,5273,1088,40,1402,3871,39895,23224,572,4217,2148,10254,3645,54,3227,3523,22,091,Louisiana,2018
"Webster Parish, Louisiana",39631,40.8,2.38,9899,3020,25179,13568,739,19242,20389,1254,398,1142,451,19618,16230,3388,10939,5291,83300,668,13583,415,154,19618,4476,182,3388,16230,30358,18701,902,16286,10170,38662,15292,1596,14669,15155,22,119,Louisiana,2018
"De Soto Parish, Louisiana",27216,39.7,2.56,6612,1724,16367,9728,777,13172,14044,853,303,802,288,12822,10523,2299,7747,2776,110900,634,7581,75,288,12822,3679,417,2299,10523,44230,24796,1224,11910,6709,26988,10683,206,10330,10531,22,031,Louisiana,2018
"Iberville Parish, Louisiana",32956,38.3,2.70,7856,2472,16248,15935,838,16661,16295,950,365,1317,282,13321,10918,2403,8090,2828,143800,745,9560,261,232,13321,3565,265,2403,10918,47797,23179,891,13768,5338,29594,12798,268,12353,12551,22,047,Louisiana,2018
"Winn Parish, Louisiana",14494,40.8,2.32,3497,1009,9618,4583,292,7733,6761,447,151,568,266,7299,5437,1862,3699,1738,78300,605,5101,25,121,7299,1393,22,1862,5437,35398,20162,243,5326,3003,12615,5083,137,5016,5053,22,127,Louisiana,2018
"Livingston Parish, Louisiana",138111,36.3,2.81,28801,11629,125734,8323,4948,67836,70275,5002,1874,4797,1013,56221,48859,7362,39622,9237,159900,901,38309,191,347,56221,23909,1388,7362,48859,63159,28995,3111,66417,16350,136876,63181,419,60256,62248,22,063,Louisiana,2018
"Morehouse Parish, Louisiana",25992,39.6,2.58,6427,1899,12857,12793,102,12444,13548,914,330,727,345,12591,9758,2833,6538,3220,90900,596,9149,113,197,12591,2432,261,2833,9758,33333,19399,534,9822,7162,25157,9279,157,9114,9211,22,067,Louisiana,2018
"Orleans Parish, Louisiana",389648,36.3,2.44,55042,57944,132423,232789,21403,185377,204271,11894,4523,16730,3557,191738,154036,37702,73037,80999,219600,973,84821,18332,33667,191738,39884,4967,37702,154036,39576,30177,16380,195488,92497,376276,178375,2741,166316,175366,22,071,Louisiana,2018
"Terrebonne Parish, Louisiana",112587,35.8,2.78,23070,8463,79613,21588,5765,55305,57282,3957,1229,3934,952,45271,40014,5257,28392,11622,148800,884,30930,501,1362,45271,13914,1151,5257,40014,48866,24921,3310,50167,23833,110492,46729,677,44340,46008,22,109,Louisiana,2018
"Calcasieu Parish, Louisiana",200182,36.0,2.54,37770,19432,140575,49884,6763,97603,102579,7158,2358,6814,2008,88830,77295,11535,51864,25431,149400,813,59385,991,3698,88830,26478,1751,11535,77295,49452,27368,5441,95672,33195,196753,90129,1190,86605,88670,22,019,Louisiana,2018
"Claiborne Parish, Louisiana",16153,42.2,2.40,4111,1130,7398,8397,236,9205,6948,394,274,580,215,7831,5891,1940,3875,2016,76800,636,5442,39,47,7831,1173,30,1940,5891,27303,16948,548,5804,4290,14077,5253,652,4990,5128,22,027,Louisiana,2018
"Avoyelles Parish, Louisiana",40882,37.9,2.47,8950,2282,27130,11769,762,20607,20275,1487,453,1465,563,18320,15085,3235,10612,4473,97400,678,13117,92,469,18320,4650,217,3235,15085,38077,21390,1158,16193,8955,37305,15018,180,14313,14584,22,009,Louisiana,2018
"Jackson Parish, Louisiana",15926,40.3,2.45,3957,1073,10901,4771,257,8080,7846,489,164,443,240,7853,5976,1877,4240,1736,87200,524,5725,48,255,7853,1678,69,1877,5976,38523,20942,352,5822,3808,14636,5470,63,5042,5262,22,049,Louisiana,2018
