NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,county,State,Year
"West Baton Rouge Parish, Louisiana",27377,36.4,2.63,6003,3287,15247,11289,919,13586,13791,766,210,1290,337,11536,10080,1456,7582,2498,223900,976,7921,111,165,11536,4164,3818,1456,10080,80510,33445,1029,13657,3922,26591,12560,191,12078,12469,22,121,Louisiana,2022
"West Carroll Parish, Louisiana",9800,41.0,2.51,2433,469,7950,1509,412,4829,4971,290,77,295,143,4702,3785,917,2854,931,100600,673,3140,14,0,4702,967,902,917,3785,45035,25949,173,3802,1827,9510,3629,220,3513,3554,22,123,Louisiana,2022
"West Feliciana Parish, Louisiana",15358,42.6,3.06,3439,1709,8048,6803,225,10458,4900,367,232,1171,264,5086,3822,1264,2777,1045,239700,1034,3244,34,159,5086,1351,1232,1264,3822,71985,30055,553,6194,1676,11794,5627,35,5334,5572,22,125,Louisiana,2022
"Winn Parish, Louisiana",13665,40.7,2.47,3666,844,8964,4116,444,7258,6407,324,34,656,202,6400,4882,1518,3491,1391,98100,624,4358,8,306,6400,1268,1228,1518,4882,44922,25617,200,5057,2361,12019,4857,114,4471,4788,22,127,Louisiana,2022
"Capitol Planning Region, Connecticut",969029,40.2,2.41,147728,154618,637789,120661,168439,474604,494425,25339,14012,32379,11735,415269,389086,26183,254424,134662,298200,1351,234805,25839,28385,415269,166892,139929,26183,389086,91541,49924,27606,525311,96546,939085,496826,13691,411729,485615,09,110,Connecticut,2023
"Greater Bridgeport Planning Region, Connecticut",326296,40.0,2.68,47214,52136,192722,41040,85034,160029,166267,8952,5320,9461,3784,125678,118335,7343,77362,40973,397000,1482,67802,10469,12631,125678,50500,41472,7343,118335,87135,50592,12975,174711,42096,318192,161580,3459,136932,157985,09,120,Connecticut,2023
"Lower Connecticut River Valley Planning Region, Connecticut",174983,45.8,2.30,28585,32817,143620,8921,13031,86295,88688,3803,2207,5080,2245,82771,73624,9147,55387,18237,359000,1399,59455,3341,4338,82771,34891,28704,9147,73624,101117,56906,3778,97506,11625,169707,93541,1478,78097,91983,09,130,Connecticut,2023
"Naugatuck Valley Planning Region, Connecticut",452303,41.9,2.50,81998,61123,302936,50684,86804,221077,231226,11813,5284,14832,5779,191984,178340,13644,120630,57710,290800,1288,113076,13323,17208,191984,79690,66610,13644,178340,86365,46063,14835,243823,46175,446387,228532,5316,198589,224094,09,140,Connecticut,2023
"Northeastern Connecticut Planning Region, Connecticut",95829,43.9,2.41,21585,10581,84910,1722,4839,47829,48000,2301,985,3185,1394,41629,39155,2474,29835,9320,281300,1153,30861,1785,2501,41629,20173,17328,2474,39155,87564,44393,3275,52625,8137,94748,49276,1476,42707,47784,09,150,Connecticut,2023
"Northwest Hills Planning Region, Connecticut",112848,47.1,2.35,20593,19137,96043,3072,9442,56408,56440,2625,1413,3227,1463,55665,47035,8630,35683,11352,311700,1169,41759,2127,3623,55665,22413,18161,8630,47035,91035,55526,3356,61924,10224,111434,58502,845,49420,57568,09,160,Connecticut,2023
"South Central Connecticut Planning Region, Connecticut",566803,40.2,2.40,99466,84323,362498,79175,108273,273939,292864,14443,8755,18393,6526,247217,227739,19478,137908,89831,328300,1463,131880,14096,23359,247217,89769,74460,19478,227739,86266,48264,18081,305961,63456,547777,287656,7077,245723,281598,09,170,Connecticut,2023
"Southeastern Connecticut Planning Region, Connecticut",279025,41.0,2.34,48938,37885,212725,15293,40941,139744,139281,6888,4084,9421,3171,125728,114577,11151,74923,39654,293900,1316,77299,6325,9795,125728,45895,38704,11151,114577,84185,45691,7242,148942,28317,268371,135498,3620,122762,137307,09,180,Connecticut,2023
"Western Connecticut Planning Region, Connecticut",621232,41.5,2.64,69521,129315,398099,64185,123865,305192,316040,16804,7630,18241,7317,250108,232279,17829,153760,78519,625400,2060,144250,17897,16455,250108,104123,84823,17829,232279,124553,79648,18690,342899,45372,614492,324044,4632,256479,316970,09,190,Connecticut,2023
"Acadia Parish, Louisiana",57218,37.0,2.62,13744,3666,44296,8983,1802,27948,29270,1900,914,1747,711,25036,21529,3507,14629,6900,146900,725,18578,212,994,25036,5937,5716,3507,21529,45266,26103,1913,24517,13750,56402,22591,324,21360,22400,22,001,Louisiana,2023
"Allen Parish, Louisiana",22552,38.9,2.48,5593,1223,15815,4408,1803,13248,9304,732,344,1128,353,9543,7659,1884,5885,1774,110800,739,6640,78,520,9543,1792,1750,1884,7659,51138,24402,1200,8748,3849,18853,7534,125,6915,7459,22,003,Louisiana,2023
"Ascension Parish, Louisiana",128593,36.4,2.73,21487,15836,83999,29501,10477,63537,65056,4355,1601,4406,1320,50971,46773,4198,38755,8018,265300,1283,37475,707,678,50971,25244,22917,4198,46773,92266,41453,3009,66836,13182,127537,63501,863,58068,62911,22,005,Louisiana,2023
"Assumption Parish, Louisiana",20720,42.0,2.44,5195,1322,13574,5927,860,9888,10832,539,356,527,274,10039,8420,1619,7201,1219,141200,801,6197,81,184,10039,2573,2308,1619,8420,52546,30471,462,9496,2861,20581,8992,208,8514,8768,22,007,Louisiana,2023
"Avoyelles Parish, Louisiana",39176,38.2,2.48,7369,1789,25196,10399,1494,19574,19602,1315,404,1365,328,18323,14540,3783,9991,4549,120200,739,12874,161,745,18323,4257,4086,3783,14540,39439,23854,1027,15287,9875,36094,14174,183,13533,14012,22,009,Louisiana,2023
"Beauregard Parish, Louisiana",36646,36.9,2.62,8001,2910,29368,4018,1396,18787,17859,1285,451,1480,376,15968,13691,2277,11387,2304,164500,882,9996,87,210,15968,4885,4581,2277,13691,64995,33294,1158,15835,5040,35636,14370,225,13838,14312,22,011,Louisiana,2023
"Bienville Parish, Louisiana",12769,42.5,2.30,4040,880,6934,5285,256,6109,6660,380,137,382,144,6874,5425,1449,3831,1594,93600,600,4098,32,121,6874,1239,1199,1449,5425,34992,25567,294,4665,4002,12457,4368,138,4022,4318,22,013,Louisiana,2023
"Bossier Parish, Louisiana",129134,36.2,2.55,21095,14380,84086,30797,10328,64136,64998,4230,1515,4943,874,56122,49661,6461,32813,16848,215100,1168,38236,1294,636,56122,20153,18321,6461,49661,66336,36233,3195,61954,20762,126443,54006,1184,53801,57890,22,015,Louisiana,2023
"Caddo Parish, Louisiana",232973,39.2,2.40,42490,23675,101983,114340,8531,110313,122660,7366,2755,7596,2727,112568,94917,17651,57563,37354,175900,962,76167,2733,2509,112568,31303,28912,17651,94917,50067,33008,8678,104641,50837,228007,95184,2193,88871,93916,22,017,Louisiana,2023
"Calcasieu Parish, Louisiana",208668,37.2,2.67,39972,22612,139728,49440,10805,102219,106449,7241,2496,7300,2153,94462,76995,17467,55624,21371,208500,1096,63842,1319,3766,94462,28892,26632,17467,76995,67849,35568,5373,97328,36643,205650,91736,1237,85903,90481,22,019,Louisiana,2023
"Caldwell Parish, Louisiana",9563,40.7,2.51,2589,564,7442,1737,253,5088,4475,195,40,475,181,4644,3686,958,2544,1142,106000,756,2476,6,139,4644,975,948,958,3686,44957,29643,377,3825,2351,9261,3441,4,3207,3406,22,021,Louisiana,2023
"Cameron Parish, Louisiana",5222,43.0,2.55,1187,318,4473,63,10,2656,2566,174,113,140,56,3447,2034,1413,1971,63,183300,-666666666,2231,3,0,3447,769,767,1413,2034,72500,33846,21,2252,327,5178,2231,62,2156,2182,22,023,Louisiana,2023
"Catahoula Parish, Louisiana",8738,38.8,2.46,1938,618,5547,3032,94,4639,4099,262,97,316,111,4447,3076,1371,2337,739,88000,724,2483,28,67,4447,728,728,1371,3076,47753,22927,191,3018,2117,7543,2821,4,2479,2766,22,025,Louisiana,2023
"Claiborne Parish, Louisiana",14019,41.9,2.40,4280,743,6293,6835,471,7568,6451,240,419,484,131,6821,5019,1802,3538,1481,82400,619,4551,20,92,6821,1012,978,1802,5019,31784,19675,204,4225,4223,12061,3997,353,3790,3874,22,027,Louisiana,2023
"Concordia Parish, Louisiana",18325,37.7,2.60,3574,1322,10443,7135,465,9128,9197,571,87,589,279,9026,6575,2451,4627,1948,102400,774,6293,69,141,9026,1822,1696,2451,6575,37349,23119,732,6239,5926,17040,5507,48,5098,5335,22,029,Louisiana,2023
"De Soto Parish, Louisiana",26897,40.1,2.59,5951,1776,16218,9421,828,13041,13856,831,254,844,246,12560,10293,2267,7745,2548,150700,719,7069,19,481,12560,3467,3137,2267,10293,46077,29925,664,10819,5815,26680,10142,186,9662,10016,22,031,Louisiana,2023
"East Baton Rouge Parish, Louisiana",452821,34.2,2.50,63410,64592,195656,200404,29827,216535,236286,14481,8773,14430,5141,205518,175408,30110,103597,71811,241800,1121,126615,5401,5035,205518,63809,57429,30110,175408,63075,38131,17535,231571,81374,438536,213786,2280,193339,208764,22,033,Louisiana,2023
"East Carroll Parish, Louisiana",7195,35.7,2.17,1195,444,2115,4671,144,4144,3051,100,143,353,141,3408,2508,900,1504,1004,87400,767,2311,0,106,3408,521,498,900,2508,28321,16689,275,2179,1941,5438,1904,49,1807,1834,22,035,Louisiana,2023
"East Feliciana Parish, Louisiana",19378,44.6,2.48,4665,1636,10609,7734,379,10737,8641,499,244,855,363,8171,6536,1635,5480,1056,213700,745,5509,72,98,8171,2396,2286,1635,6536,72899,34994,441,7363,2248,16605,6904,8,6307,6803,22,037,Louisiana,2023
"Evangeline Parish, Louisiana",32162,37.7,2.51,6841,1975,21123,8256,1428,16259,15903,1283,331,1004,349,14523,12240,2283,7935,4305,118500,663,10684,136,718,14523,3329,3086,2283,12240,42273,24765,1448,13281,7022,30592,11813,117,11124,11443,22,039,Louisiana,2023
"Franklin Parish, Louisiana",19590,39.1,2.52,4441,1416,13048,5620,320,9367,10223,666,328,433,297,8937,7351,1586,5418,1933,117200,719,6701,163,84,8937,2075,1914,1586,7351,44103,25511,743,7611,4765,18585,6868,250,6242,6620,22,041,Louisiana,2023
"Grant Parish, Louisiana",22123,38.5,2.63,5129,1506,17302,3276,1336,12484,9639,651,301,1271,284,9054,7195,1859,5907,1288,135900,806,5744,32,110,9054,2396,2322,1859,7195,61112,26307,373,8306,3033,18807,7871,37,7682,7874,22,043,Louisiana,2023
"Iberia Parish, Louisiana",69194,37.8,2.54,16239,4781,39620,21262,3810,34176,35018,2487,798,2021,1014,31215,26869,4346,18267,8602,156000,891,21061,393,628,31215,8048,7391,4346,26869,57811,29664,1849,30217,15483,68392,28346,367,25936,27592,22,045,Louisiana,2023
"Iberville Parish, Louisiana",29950,40.3,2.46,6138,2380,14444,13554,1440,15189,14761,820,286,1142,275,13419,11032,2387,8355,2677,177100,817,9733,224,173,13419,4390,4090,2387,11032,57459,29293,787,12949,4208,27067,12031,190,11252,11821,22,047,Louisiana,2023
"Jackson Parish, Louisiana",14939,41.5,2.51,3774,983,9999,3813,486,7593,7346,365,153,569,149,7223,5602,1621,3943,1659,107400,719,5344,72,300,7223,1444,1392,1621,5602,43345,24255,307,5332,3426,14077,5025,211,4658,4964,22,049,Louisiana,2023
"Jefferson Parish, Louisiana",432484,39.9,2.43,70215,57636,227711,112620,78562,210211,222273,13968,4458,14737,5499,194109,176986,17123,110285,66701,243500,1162,126441,8186,6541,194109,58650,52287,17123,176986,65246,37062,12843,219543,69819,428843,205386,3418,186476,201372,22,051,Louisiana,2023
"Jefferson Davis Parish, Louisiana",32083,37.4,2.70,7442,1995,24802,4710,783,15831,16252,986,335,858,274,14107,11704,2403,8934,2770,145000,847,10342,52,345,14107,3979,3818,2403,11704,56500,30377,652,13986,5586,31403,13334,224,12616,13065,22,053,Louisiana,2023
"Lafayette Parish, Louisiana",245075,36.4,2.43,41033,40252,156910,62153,15847,119760,125315,8347,2627,9815,2282,110400,99357,11043,65678,33679,234200,1022,74881,2435,1869,110400,38195,35027,11043,99357,67660,39092,6258,124906,41954,240785,118229,878,106557,117265,22,055,Louisiana,2023
"Lafourche Parish, Louisiana",96670,39.0,2.52,20243,9020,73818,12728,5562,47658,49012,2823,1321,3310,896,41164,37397,3767,29285,8112,190800,933,29725,687,951,41164,13485,12132,3767,37397,63439,32900,2411,44251,16947,94201,41815,593,39352,40994,22,057,Louisiana,2023
"LaSalle Parish, Louisiana",14804,38.6,2.81,3331,1294,11965,1680,1315,8133,6671,397,201,756,205,6203,4883,1320,4046,837,137200,576,4297,31,114,6203,2003,1984,1320,4883,67077,31297,508,6652,2126,13750,6141,122,5934,6072,22,059,Louisiana,2023
"Lincoln Parish, Louisiana",48160,28.6,2.38,6742,5189,25832,17815,1753,23707,24453,1276,1770,1357,361,20650,18341,2309,9814,8527,195500,821,11773,208,1552,20650,4196,3741,2309,18341,38035,25193,891,21590,13415,43755,20669,213,18068,20176,22,061,Louisiana,2023
"Livingston Parish, Louisiana",145583,36.4,2.81,29412,13790,121221,12013,9095,71923,73660,4842,1697,5138,1180,58899,51362,7537,41743,9619,218900,1102,40837,375,363,58899,24561,23070,7537,51362,78617,33883,2810,68639,18935,144217,65633,520,61108,65195,22,063,Louisiana,2023
"Madison Parish, Louisiana",9757,34.6,2.77,1638,631,3301,6140,239,4765,4992,445,134,445,128,4388,3020,1368,1703,1317,90600,625,3090,58,117,4388,518,503,1368,3020,37267,19086,159,3106,3083,8405,2946,65,2817,2905,22,065,Louisiana,2023
"Morehouse Parish, Louisiana",24967,40.3,2.47,5248,1397,11947,12016,405,12198,12769,837,464,643,338,11895,9779,2116,6514,3265,108700,795,8743,118,90,11895,2504,2393,2116,9779,36981,24038,1008,10216,7368,24016,9202,440,8716,9038,22,067,Louisiana,2023
"Natchitoches Parish, Louisiana",37047,33.3,2.47,6469,3336,18885,14810,1434,17773,19274,1091,794,1003,456,18663,14108,4555,8785,5323,163000,767,10347,499,767,18663,3838,3565,4555,14108,46798,26602,973,15750,8377,34737,14755,456,14164,14679,22,069,Louisiana,2023
"Orleans Parish, Louisiana",376035,38.4,2.34,49252,60434,118979,207633,29855,177299,198736,10699,4855,14798,3828,194758,155060,39698,78376,76684,296400,1211,89213,19557,29808,194758,44120,39561,39698,155060,55339,39698,14808,190228,82338,363814,174022,3102,147699,171094,22,071,Louisiana,2023
"Ouachita Parish, Louisiana",158916,36.6,2.53,27014,18310,90108,58926,5668,76494,82422,5270,2123,5365,1487,70667,60804,9863,36178,24626,183000,923,46395,1035,2641,70667,18639,16776,9863,60804,51241,30656,4855,73224,36927,153616,68298,3045,62458,67262,22,073,Louisiana,2023
"Plaquemines Parish, Louisiana",23070,36.8,2.75,4114,2124,14254,5157,2193,12049,11021,777,221,710,249,9625,8200,1425,6057,2143,275800,1611,5112,893,414,9625,2924,2597,1425,8200,82874,36570,481,11535,3024,22629,10206,160,10348,10678,22,075,Louisiana,2023
"Pointe Coupee Parish, Louisiana",20438,43.2,2.48,4425,1584,12512,6604,676,10074,10364,639,140,562,293,11044,8202,2842,6353,1849,174500,794,7863,90,180,11044,2693,2565,2842,8202,59351,32852,765,9157,3598,20230,8382,21,7837,8064,22,077,Louisiana,2023
"Rapides Parish, Louisiana",128470,37.8,2.56,26279,12117,78676,39926,5178,62286,66184,4252,1529,4050,1262,58321,48660,9661,31771,16889,179100,942,39442,912,2408,58321,16191,15297,9661,48660,55946,31688,2813,58131,23749,125358,54796,583,51123,53718,22,079,Louisiana,2023
"Red River Parish, Louisiana",7529,40.4,2.44,2287,362,4319,3027,133,3763,3766,309,94,213,94,3599,3002,597,2302,700,103200,731,2062,24,62,3599,967,891,597,3002,44539,25081,92,2879,2121,7218,2787,35,2668,2745,22,081,Louisiana,2023
"Richland Parish, Louisiana",19908,39.8,2.59,3792,1472,12062,7188,434,9855,10053,658,163,584,247,8698,7251,1447,4861,2390,124500,836,5995,199,200,8698,2091,2059,1447,7251,52960,26762,700,8342,4462,18961,7633,275,7155,7532,22,083,Louisiana,2023
"Sabine Parish, Louisiana",22085,41.3,2.56,5533,1528,14846,3171,761,10963,11122,635,315,655,231,13618,8485,5133,6815,1670,129400,664,6914,73,300,13618,2641,2580,5133,8485,52047,27968,534,8189,4930,21721,7634,163,7257,7564,22,085,Louisiana,2023
"St. Bernard Parish, Louisiana",44172,35.8,2.78,6253,3282,27206,10533,5988,21640,22532,1431,591,1707,410,18004,15803,2201,11084,4719,192100,1083,12923,1406,794,18004,5862,5577,2201,15803,57638,29478,1479,20102,9906,43805,18552,341,17132,18277,22,087,Louisiana,2023
"St. Charles Parish, Louisiana",51863,39.1,2.76,8351,6937,33706,11881,4134,25830,26033,1496,587,1564,513,20595,18622,1973,15397,3225,256800,1144,16026,359,414,20595,9199,8350,1973,18622,82172,39716,1646,26354,5047,51317,24652,123,22411,24277,22,089,Louisiana,2023
"St. Helena Parish, Louisiana",10849,42.4,2.61,3007,711,5047,5442,245,5265,5584,399,408,122,91,5310,4101,1209,3055,1046,106400,802,2735,0,27,5310,970,958,1209,4101,50193,24848,1044,4902,3218,10725,3858,11,3598,3658,22,091,Louisiana,2023
"St. James Parish, Louisiana",19797,40.8,2.64,5181,2075,9834,9572,372,9536,10261,577,202,470,127,8651,7436,1215,6355,1081,197800,821,6487,7,417,8651,2713,2525,1215,7436,64536,35832,503,9350,2057,19615,8847,347,8030,8574,22,093,Louisiana,2023
"St. John the Baptist Parish, Louisiana",41342,38.5,2.74,9626,3298,13358,23233,3449,20420,20922,1213,328,1258,334,17790,14922,2868,11890,3032,184000,1118,14400,226,412,17790,6353,6066,2868,14922,67418,30337,1820,20157,5146,40904,18311,384,16604,17590,22,095,Louisiana,2023
"St. Landry Parish, Louisiana",82128,37.5,2.56,18217,4986,43885,33110,2338,39828,42300,3026,1014,2575,884,37001,31638,5363,22159,9479,142900,742,25185,390,1291,37001,8622,7924,5363,31638,45637,25018,1834,32983,19321,80548,30987,414,28558,30347,22,097,Louisiana,2023
"St. Martin Parish, Louisiana",51559,39.7,2.57,13539,3870,33427,14732,1746,25291,26268,1618,453,1595,561,23704,19963,3741,15744,4219,151000,865,16391,153,196,23704,6705,6215,3741,19963,53394,29983,1217,23961,8461,51085,22597,156,21027,22435,22,099,Louisiana,2023
"St. Mary Parish, Louisiana",48455,39.7,2.55,12740,2907,27189,14084,4536,23727,24728,1515,461,1297,702,22510,18705,3805,13064,5641,128000,839,15421,104,955,22510,4522,4089,3805,18705,51768,28157,1123,20728,10553,47806,19550,204,18212,19218,22,101,Louisiana,2023
"St. Tammany Parish, Louisiana",269331,40.4,2.58,35098,43862,201888,32914,21369,131916,137415,7962,3152,7526,3333,112414,103286,9128,81413,21873,272200,1305,86959,2784,2279,112414,52347,46948,9128,103286,79277,41854,6352,133532,32413,266028,125648,1373,108314,123646,22,103,Louisiana,2023
"Tangipahoa Parish, Louisiana",135218,35.7,2.61,24781,12994,83835,40430,7511,65933,69285,4799,2083,5001,1773,58663,50191,8472,35896,14295,204600,974,38903,624,2529,58663,19567,18551,8472,50191,57256,30992,3279,61896,25465,131063,58376,330,53624,57218,22,105,Louisiana,2023
"Tensas Parish, Louisiana",3992,47.4,2.35,1133,216,1660,2128,110,1925,2067,71,44,51,66,2804,1629,1175,1134,495,80300,613,2215,11,0,2804,331,320,1175,1629,36074,21878,184,1382,1255,3821,1198,34,1152,1177,22,107,Louisiana,2023
"Terrebonne Parish, Louisiana",107362,37.3,2.54,22833,8274,70200,20674,7369,53160,54202,3759,1036,3549,1005,47236,41841,5395,30806,11035,189100,1010,33317,785,808,47236,15008,13859,5395,41841,64819,33217,2302,48792,17391,105693,46297,889,43811,45459,22,109,Louisiana,2023
"Union Parish, Louisiana",20914,43.5,2.47,5774,1764,14570,5194,1172,10140,10774,517,348,465,278,10416,8247,2169,6274,1973,115400,758,6001,12,94,10416,2179,2134,2169,8247,45743,27835,474,8212,5806,20301,7738,247,7420,7695,22,111,Louisiana,2023
"Vermilion Parish, Louisiana",57031,39.4,2.57,13775,4857,44728,7409,2378,27576,29455,1917,680,1622,698,25924,21914,4010,16272,5642,159700,802,18848,273,129,25924,6877,6308,4010,21914,57537,29760,1298,25269,10823,56377,23776,239,22091,23206,22,113,Louisiana,2023
"Vernon Parish, Louisiana",47764,32.1,2.60,9897,4194,35560,6265,4379,24851,22913,1994,760,1968,430,22073,17754,4319,9901,7853,143500,1038,11116,1275,1502,22073,4532,4372,4319,17754,58281,29550,1042,21980,8409,46024,15839,100,19548,20585,22,115,Louisiana,2023
"Washington Parish, Louisiana",45238,41.0,2.47,11074,2632,29504,13418,1425,22648,22590,1588,535,1182,465,21422,17651,3771,12247,5404,139400,772,14583,184,661,21422,4433,4134,3771,17651,42776,25520,1954,18140,10493,43370,16114,215,15086,15702,22,117,Louisiana,2023
"Webster Parish, Louisiana",36189,41.2,2.38,9095,2218,22752,12104,780,17778,18411,1076,442,991,394,18341,14761,3580,10067,4694,105600,777,12543,169,357,18341,3871,3512,3580,14761,37396,24115,737,13574,9462,35239,12786,913,11794,12662,22,119,Louisiana,2023
"West Baton Rouge Parish, Louisiana",27666,36.6,2.58,5883,3330,15013,11215,1235,13685,13981,689,243,1201,382,11827,10400,1427,7889,2511,225900,1021,7920,128,238,11827,4535,4219,1427,10400,87320,38107,912,13864,4298,26905,12941,181,12268,12777,22,121,Louisiana,2023
"West Carroll Parish, Louisiana",9622,41.4,2.41,2371,586,7752,1482,349,4770,4852,346,70,285,136,4691,3875,816,2858,1017,97600,692,3051,0,0,4691,889,825,816,3875,48514,28876,150,3897,1473,9360,3747,239,3476,3646,22,123,Louisiana,2023
"West Feliciana Parish, Louisiana",15381,42.2,2.91,3352,1719,7762,7021,222,10459,4922,357,326,970,217,5127,3911,1216,3081,830,263200,998,3447,79,125,5127,1797,1689,1216,3911,74277,29175,351,5906,1328,11452,5541,54,5102,5491,22,125,Louisiana,2023
"Winn Parish, Louisiana",13506,41.6,2.44,3534,1138,8607,3884,979,7339,6167,249,34,524,177,6372,4883,1489,3474,1409,102600,640,4192,17,241,6372,1070,1022,1489,4883,46368,27165,216,5077,2625,11920,4861,74,4540,4815,22,127,Louisiana,2023
